userId,age,income_bracket,financial_goals,join_date
429,50.0,"$75,000-$100,000",Investment Growth|Retirement,1673305200.0
430,33.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1714604400.0
431,31.0,"$50,000-$75,000",Investment Growth,1693263600.0
432,52.0,"$30,000-$50,000",Emergency Fund,1681945200.0
433,27.0,"$75,000-$100,000",Debt Freedom,1705359600.0
434,40.0,"$75,000-$100,000",Retirement|Emergency Fund,1692140400.0
435,29.0,,Debt Freedom|Emergency Fund,1733180400.0
436,39.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1706050800.0
437,35.0,"$50,000-$75,000",Retirement|Investment Growth,1726700400.0
438,30.0,"$30,000-$50,000",Emergency Fund|Retirement,1688425200.0
439,43.0,"$30,000-$50,000",Investment Growth,1689807600.0
440,55.0,"$50,000-$75,000",Investment Growth,1728255600.0
441,48.0,"$50,000-$75,000",Investment Growth,1686956400.0
442,51.0,"$75,000-$100,000",Emergency Fund|Retirement,1721775600.0
443,33.0,"$50,000-$75,000",Retirement,1697670000.0
444,46.0,"$75,000-$100,000",Investment Growth,1713481200.0
445,29.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1708297200.0
446,27.0,,Emergency Fund|Investment Growth,1696114800.0
447,37.0,"$50,000-$75,000",Investment Growth|Retirement,1674514800.0
448,32.0,"$75,000-$100,000",Retirement,1681599600.0
449,54.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1686265200.0
450,54.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1719097200.0
451,25.0,,Investment Growth|Retirement,1720306800.0
452,42.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1719702000.0
453,36.0,"$30,000-$50,000",Emergency Fund|Retirement,1686265200.0
454,25.0,"$30,000-$50,000",Debt Freedom|Emergency Fund,1714690800.0
455,49.0,"$50,000-$75,000",Emergency Fund,1722121200.0
456,32.0,"$75,000-$100,000",Retirement|Investment Growth,1727823600.0
457,49.0,"$75,000-$100,000",Emergency Fund|Investment Growth,1696287600.0
458,52.0,,Investment Growth,1696546800.0
459,40.0,"$30,000-$50,000",Retirement,1697410800.0
460,47.0,"$30,000-$50,000",Debt Freedom,1702767600.0
461,50.0,"$50,000-$75,000",Emergency Fund,1685401200.0
462,49.0,"$75,000-$100,000",Emergency Fund,1673564400.0
463,49.0,"$50,000-$75,000",Retirement|Emergency Fund,
464,48.0,"$75,000-$100,000",Investment Growth,1700089200.0
465,30.0,"$30,000-$50,000",Emergency Fund,1698879600.0
466,53.0,,Retirement,1701212400.0
467,,"$75,000-$100,000",Debt Freedom,1723935600.0
468,40.0,"$30,000-$50,000",Retirement,1680562800.0
469,35.0,"$75,000-$100,000",Retirement|Emergency Fund,1681945200.0
470,32.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1733439600.0
471,48.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1689289200.0
472,42.0,"$75,000-$100,000",Debt Freedom,1712271600.0
473,33.0,"$50,000-$75,000",Retirement|Debt Freedom,1704668400.0
474,32.0,"$30,000-$50,000",Retirement|Emergency Fund,1721257200.0
475,34.0,"$75,000-$100,000",Debt Freedom,1683932400.0
476,26.0,"$50,000-$75,000",Investment Growth,1719010800.0
477,43.0,"$50,000-$75,000",Debt Freedom,1690930800.0
478,54.0,"$30,000-$50,000",Emergency Fund,1709247600.0
479,50.0,"$75,000-$100,000",Debt Freedom,1679353200.0
480,55.0,"$30,000-$50,000",Retirement|Debt Freedom,1694473200.0
481,55.0,"$75,000-$100,000",Emergency Fund,1734649200.0
482,53.0,"$30,000-$50,000",Retirement|Emergency Fund,
483,36.0,"$75,000-$100,000",,1705359600.0
484,45.0,"$75,000-$100,000",Retirement,1721170800.0
485,33.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1697670000.0
486,41.0,"$50,000-$75,000",Retirement,1674428400.0
487,55.0,"$50,000-$75,000",Debt Freedom,1703977200.0
488,33.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1722812400.0
489,48.0,,Retirement|Investment Growth,1733526000.0
490,51.0,"$75,000-$100,000",Investment Growth,1677452400.0
491,35.0,"$50,000-$75,000",Retirement,1725750000.0
492,45.0,"$50,000-$75,000",Emergency Fund,1685746800.0
493,47.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1680476400.0
494,34.0,"$30,000-$50,000",Investment Growth,1676847600.0
495,33.0,,Retirement,1689980400.0
496,45.0,"$75,000-$100,000",Retirement,1710543600.0
497,54.0,"$30,000-$50,000",Emergency Fund|Retirement,1702940400.0
498,25.0,"$30,000-$50,000",,1711580400.0
499,39.0,,Emergency Fund,1680044400.0
500,26.0,"$75,000-$100,000",,1697929200.0
501,,"$30,000-$50,000",Debt Freedom|Retirement,1720047600.0
502,42.0,"$50,000-$75,000",Debt Freedom,1731193200.0
503,33.0,"$50,000-$75,000",Debt Freedom|Retirement,1673218800.0
504,46.0,"$75,000-$100,000",Debt Freedom,1729897200.0
505,37.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1688943600.0
506,55.0,"$75,000-$100,000",Emergency Fund,1707260400.0
507,25.0,"$50,000-$75,000",Retirement|Emergency Fund,1677970800.0
508,53.0,"$30,000-$50,000",,1692399600.0
509,53.0,"$30,000-$50,000",Retirement|Investment Growth,1686006000.0
510,34.0,"$50,000-$75,000",Retirement,1723849200.0
511,50.0,"$30,000-$50,000",Investment Growth,
512,29.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1682982000.0
513,51.0,"$75,000-$100,000",Investment Growth|Retirement,1728860400.0
514,33.0,"$30,000-$50,000",Debt Freedom,1726614000.0
515,44.0,"$30,000-$50,000",Debt Freedom,1733353200.0
516,29.0,"$75,000-$100,000",Retirement|Investment Growth,1684623600.0
517,32.0,,Emergency Fund,1692140400.0
518,31.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1712962800.0
519,38.0,"$30,000-$50,000",Emergency Fund|Retirement,1723071600.0
520,41.0,"$75,000-$100,000",Investment Growth,1676242800.0
521,32.0,"$50,000-$75,000",,1706742000.0
522,45.0,"$30,000-$50,000",Emergency Fund|Retirement,1709852400.0
523,54.0,,Investment Growth,1712444400.0
524,41.0,"$75,000-$100,000",,1684450800.0
525,35.0,"$30,000-$50,000",Investment Growth,1701126000.0
526,54.0,"$30,000-$50,000",Debt Freedom,1712271600.0
527,27.0,"$50,000-$75,000",Investment Growth,1676329200.0
528,54.0,"$75,000-$100,000",Retirement,1735513200.0
529,34.0,"$50,000-$75,000",Debt Freedom,1690412400.0
530,,"$30,000-$50,000",Debt Freedom|Emergency Fund,1693522800.0
531,46.0,"$50,000-$75,000",Retirement,1697065200.0
532,42.0,"$30,000-$50,000",Debt Freedom,1675724400.0
533,26.0,"$75,000-$100,000",Debt Freedom,1688252400.0
534,34.0,"$75,000-$100,000",Investment Growth,1704322800.0
535,27.0,"$50,000-$75,000",Debt Freedom|Retirement,1678230000.0
536,29.0,"$50,000-$75,000",Retirement|Emergency Fund,1677625200.0
537,48.0,"$75,000-$100,000",,1733439600.0
538,50.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1727650800.0
539,29.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1693090800.0
540,31.0,,Retirement,1709161200.0
541,35.0,"$75,000-$100,000",Emergency Fund,1678489200.0
542,41.0,"$30,000-$50,000",Emergency Fund|Retirement,1726959600.0
543,51.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1715122800.0
544,39.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1718578800.0
545,48.0,"$75,000-$100,000",Emergency Fund,1703804400.0
546,29.0,"$30,000-$50,000",Retirement|Emergency Fund,1689030000.0
547,52.0,"$50,000-$75,000",Debt Freedom|Retirement,1716418800.0
548,36.0,"$50,000-$75,000",Retirement|Debt Freedom,1675810800.0
549,54.0,,Retirement|Debt Freedom,1715295600.0
550,41.0,"$50,000-$75,000",Retirement,1675724400.0
551,47.0,"$30,000-$50,000",Debt Freedom,1676588400.0
552,49.0,"$50,000-$75,000",Retirement|Investment Growth,1697842800.0
553,35.0,"$75,000-$100,000",Retirement,1673823600.0
554,42.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1697583600.0
555,30.0,,Investment Growth|Debt Freedom,1714172400.0
556,26.0,"$30,000-$50,000",Retirement|Emergency Fund,1724886000.0
557,47.0,"$75,000-$100,000",Retirement|Emergency Fund,1719702000.0
558,54.0,"$50,000-$75,000",Investment Growth,1699916400.0
559,47.0,"$50,000-$75,000",Retirement,1727046000.0
560,36.0,"$75,000-$100,000",Emergency Fund|Retirement,1678230000.0
561,36.0,"$30,000-$50,000",Retirement|Emergency Fund,1681945200.0
562,45.0,,Investment Growth|Emergency Fund,1727391600.0
563,30.0,"$50,000-$75,000",Investment Growth,1710975600.0
564,35.0,"$30,000-$50,000",Investment Growth,1725231600.0
565,42.0,,Investment Growth|Debt Freedom,1733094000.0
566,49.0,"$50,000-$75,000",Debt Freedom,1684796400.0
567,53.0,"$30,000-$50,000",Investment Growth,1707001200.0
568,39.0,"$75,000-$100,000",Emergency Fund|Retirement,1702940400.0
569,43.0,,,1683759600.0
570,26.0,"$75,000-$100,000",,1722034800.0
571,36.0,"$50,000-$75,000",Investment Growth,1707346800.0
572,47.0,"$50,000-$75,000",Retirement,1689116400.0
573,51.0,"$50,000-$75,000",Retirement,1729810800.0
574,,"$50,000-$75,000",Debt Freedom,1709247600.0
575,53.0,"$75,000-$100,000",,1712703600.0
576,42.0,"$50,000-$75,000",Investment Growth,1723590000.0
577,48.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1734822000.0
578,43.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1726441200.0
579,40.0,"$75,000-$100,000",,1728514800.0
580,43.0,"$30,000-$50,000",Investment Growth,1713999600.0
581,35.0,"$50,000-$75,000",Emergency Fund,1722380400.0
582,45.0,"$30,000-$50,000",Debt Freedom|Retirement,1683673200.0
583,52.0,"$50,000-$75,000",Emergency Fund|Retirement,1682377200.0
584,54.0,"$30,000-$50,000",Retirement|Investment Growth,1693350000.0
585,50.0,"$30,000-$50,000",Retirement,1686092400.0
586,49.0,"$50,000-$75,000",Retirement|Debt Freedom,1703026800.0
587,33.0,"$30,000-$50,000",Investment Growth|Retirement,1719615600.0
588,46.0,"$50,000-$75,000",Debt Freedom|Retirement,1712185200.0
589,35.0,"$75,000-$100,000",,1719529200.0
590,55.0,"$75,000-$100,000",Emergency Fund|Retirement,1681167600.0
591,43.0,"$75,000-$100,000",Emergency Fund,1688425200.0
592,25.0,"$30,000-$50,000",Debt Freedom,1703545200.0
593,34.0,"$30,000-$50,000",Debt Freedom,1730588400.0
594,31.0,"$75,000-$100,000",Debt Freedom,1684018800.0
595,49.0,"$75,000-$100,000",Debt Freedom,1694905200.0
596,46.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1701126000.0
597,49.0,,Investment Growth|Retirement,
598,51.0,"$50,000-$75,000",Investment Growth,1715986800.0
599,42.0,"$30,000-$50,000",Investment Growth,1681599600.0
600,,,Debt Freedom|Retirement,1729119600.0
601,,,Emergency Fund,1723330800.0
602,,"$50,000-$75,000",Debt Freedom|Emergency Fund,1706482800.0
603,51.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1677366000.0
604,55.0,"$50,000-$75,000",Debt Freedom|Retirement,1698102000.0
605,30.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1704236400.0
606,53.0,"$75,000-$100,000",Retirement,1724972400.0
607,37.0,,Investment Growth|Emergency Fund,1712271600.0
608,25.0,,Investment Growth,1730329200.0
609,39.0,"$75,000-$100,000",Debt Freedom,1684969200.0
610,25.0,"$75,000-$100,000",Debt Freedom,1676934000.0
611,51.0,"$50,000-$75,000",Debt Freedom,1725145200.0
612,32.0,,Investment Growth|Retirement,1733007600.0
613,29.0,"$30,000-$50,000",Emergency Fund,1696719600.0
614,38.0,"$50,000-$75,000",Retirement|Emergency Fund,1681340400.0
615,45.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1680390000.0
616,43.0,"$50,000-$75,000",Retirement|Debt Freedom,1696460400.0
617,38.0,"$30,000-$50,000",Retirement,1726614000.0
618,45.0,"$50,000-$75,000",Retirement,1719356400.0
619,44.0,"$75,000-$100,000",Retirement|Investment Growth,1682463600.0
620,46.0,"$50,000-$75,000",Debt Freedom,1704668400.0
621,38.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1720047600.0
622,50.0,,Retirement,1724886000.0
623,38.0,"$75,000-$100,000",Debt Freedom,1681167600.0
624,38.0,"$50,000-$75,000",Investment Growth,1677279600.0
625,29.0,"$75,000-$100,000",Emergency Fund|Debt Freedom,1689634800.0
626,33.0,"$30,000-$50,000",Emergency Fund,1713654000.0
627,30.0,"$30,000-$50,000",Retirement,1721430000.0
628,27.0,"$75,000-$100,000",Investment Growth,1697151600.0
629,,"$30,000-$50,000",Retirement|Emergency Fund,1723244400.0
630,38.0,"$30,000-$50,000",,1717110000.0
631,,"$50,000-$75,000",Investment Growth,1679871600.0
632,25.0,"$50,000-$75,000",,1698620400.0
633,27.0,,Investment Growth,1724108400.0
634,,"$30,000-$50,000",Retirement|Investment Growth,1734735600.0
635,52.0,"$50,000-$75,000",Debt Freedom|Retirement,1696374000.0
636,44.0,"$30,000-$50,000",Emergency Fund,1677366000.0
637,54.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1704927600.0
638,42.0,"$75,000-$100,000",Retirement,
639,28.0,"$75,000-$100,000",,1734649200.0
640,48.0,"$50,000-$75,000",Investment Growth|Retirement,1705446000.0
641,40.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1732057200.0
642,50.0,"$30,000-$50,000",Debt Freedom|Investment Growth,1688338800.0
643,55.0,,Retirement,1690585200.0
644,45.0,,Investment Growth,1711753200.0
645,25.0,"$30,000-$50,000",Emergency Fund,1702854000.0
646,50.0,"$75,000-$100,000",Investment Growth|Retirement,1699570800.0
647,33.0,"$50,000-$75,000",,1676674800.0
648,34.0,"$30,000-$50,000",Emergency Fund,1687993200.0
649,47.0,"$30,000-$50,000",Debt Freedom,
650,39.0,"$30,000-$50,000",Emergency Fund,1685574000.0
651,42.0,"$75,000-$100,000",Investment Growth,1685314800.0
652,54.0,"$30,000-$50,000",,1717369200.0
653,47.0,"$50,000-$75,000",,1723244400.0
654,50.0,"$50,000-$75,000",Investment Growth,1684796400.0
655,28.0,"$50,000-$75,000",Investment Growth,1701385200.0
656,45.0,"$75,000-$100,000",Retirement|Debt Freedom,1711926000.0
657,55.0,,Investment Growth,1726009200.0
658,26.0,"$50,000-$75,000",Emergency Fund|Retirement,1697670000.0
659,34.0,"$75,000-$100,000",Investment Growth|Retirement,1710025200.0
660,38.0,"$75,000-$100,000",Retirement,1718924400.0
661,27.0,"$75,000-$100,000",Debt Freedom,1696633200.0
662,42.0,"$75,000-$100,000",Retirement,1706223600.0
663,40.0,,Investment Growth|Emergency Fund,1692313200.0
664,,,Debt Freedom|Emergency Fund,1697929200.0
665,40.0,"$75,000-$100,000",Emergency Fund,1678402800.0
666,36.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1705532400.0
667,43.0,,Retirement,1733785200.0
668,30.0,,Debt Freedom|Retirement,1729033200.0
669,41.0,"$75,000-$100,000",Retirement,1700434800.0
670,46.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1685228400.0
671,,"$50,000-$75,000",Emergency Fund|Debt Freedom,1686178800.0
672,51.0,"$75,000-$100,000",Investment Growth,1679266800.0
673,29.0,"$50,000-$75,000",Retirement|Investment Growth,1725318000.0
674,35.0,"$50,000-$75,000",Retirement,1733871600.0
675,32.0,"$30,000-$50,000",Investment Growth,1682377200.0
676,49.0,"$50,000-$75,000",Debt Freedom,1717887600.0
677,40.0,"$50,000-$75,000",Debt Freedom|Investment Growth,1725750000.0
678,53.0,"$75,000-$100,000",Retirement,1697065200.0
679,36.0,"$75,000-$100,000",Debt Freedom,1723676400.0
680,41.0,"$30,000-$50,000",,1720047600.0
681,,"$30,000-$50,000",,1714518000.0
682,43.0,"$75,000-$100,000",,1703890800.0
683,38.0,"$30,000-$50,000",Debt Freedom|Retirement,1684537200.0
684,36.0,"$75,000-$100,000",Emergency Fund,1706569200.0
685,44.0,"$75,000-$100,000",,1721516400.0
686,52.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1732143600.0
687,28.0,"$75,000-$100,000",Debt Freedom,1707951600.0
688,28.0,"$30,000-$50,000",Emergency Fund,1708210800.0
689,51.0,"$50,000-$75,000",Investment Growth|Retirement,1725836400.0
690,40.0,"$30,000-$50,000",Debt Freedom,1716505200.0
691,55.0,"$30,000-$50,000",Investment Growth,1688338800.0
692,46.0,"$50,000-$75,000",Debt Freedom,1718492400.0
693,50.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1720306800.0
694,55.0,"$50,000-$75,000",Investment Growth,1705791600.0
695,26.0,,Retirement|Investment Growth,1700089200.0
696,40.0,"$75,000-$100,000",Investment Growth|Emergency Fund,1717282800.0
697,33.0,"$50,000-$75,000",Emergency Fund|Retirement,1724713200.0
698,,"$50,000-$75,000",Emergency Fund,1710370800.0
699,36.0,"$30,000-$50,000",Retirement,1724886000.0
700,47.0,,Retirement|Debt Freedom,1675810800.0
701,52.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1674428400.0
702,37.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1702249200.0
703,50.0,"$50,000-$75,000",Emergency Fund|Retirement,1728687600.0
704,50.0,,Emergency Fund,1698793200.0
705,37.0,"$75,000-$100,000",Debt Freedom,1696633200.0
706,50.0,"$50,000-$75,000",Emergency Fund,1699052400.0
707,42.0,"$50,000-$75,000",Retirement|Debt Freedom,1718146800.0
708,43.0,"$75,000-$100,000",,1713826800.0
709,45.0,"$75,000-$100,000",Debt Freedom|Emergency Fund,1713394800.0
710,29.0,"$50,000-$75,000",Emergency Fund|Debt Freedom,1708988400.0
711,34.0,"$50,000-$75,000",Investment Growth,1685746800.0
712,32.0,"$50,000-$75,000",Investment Growth|Emergency Fund,1690326000.0
713,29.0,,Retirement|Emergency Fund,1715468400.0
714,26.0,"$30,000-$50,000",Debt Freedom|Retirement,1731884400.0
715,27.0,"$75,000-$100,000",Debt Freedom,1716764400.0
716,41.0,"$75,000-$100,000",,1694732400.0
717,27.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1693350000.0
718,31.0,"$30,000-$50,000",Investment Growth|Retirement,1724626800.0
719,42.0,"$30,000-$50,000",Investment Growth|Emergency Fund,1697065200.0
720,54.0,"$50,000-$75,000",Debt Freedom|Emergency Fund,1726095600.0
721,,"$30,000-$50,000",Emergency Fund,1699830000.0
722,47.0,"$75,000-$100,000",Investment Growth,1707260400.0
723,54.0,"$30,000-$50,000",,1698793200.0
724,53.0,"$50,000-$75,000",Debt Freedom|Retirement,1715986800.0
725,38.0,"$50,000-$75,000",Retirement,1717282800.0
726,38.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1688770800.0
727,50.0,"$30,000-$50,000",Emergency Fund|Investment Growth,1686438000.0
728,47.0,"$75,000-$100,000",Emergency Fund|Retirement,1684278000.0
729,46.0,"$50,000-$75,000",Debt Freedom,1688598000.0
730,37.0,"$75,000-$100,000",Retirement,1713394800.0
731,47.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1705014000.0
732,43.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1690498800.0
733,52.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1690758000.0
734,51.0,"$75,000-$100,000",Investment Growth,1675033200.0
735,33.0,"$50,000-$75,000",Investment Growth|Debt Freedom,1684278000.0
736,47.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1677711600.0
737,54.0,"$50,000-$75,000",,1725404400.0
738,50.0,,Emergency Fund|Retirement,1684191600.0
739,42.0,,Investment Growth,1713913200.0
740,35.0,"$50,000-$75,000",Emergency Fund,1683759600.0
741,51.0,"$50,000-$75,000",,1695769200.0
742,49.0,"$75,000-$100,000",Emergency Fund,1715986800.0
743,29.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1692831600.0
744,40.0,"$75,000-$100,000",Investment Growth,1704063600.0
745,42.0,"$50,000-$75,000",Debt Freedom,1690498800.0
746,30.0,"$75,000-$100,000",Retirement|Emergency Fund,
747,,"$30,000-$50,000",Retirement,1732402800.0
748,35.0,,Investment Growth,1681858800.0
749,29.0,,Investment Growth|Emergency Fund,1725058800.0
750,35.0,"$75,000-$100,000",Emergency Fund|Investment Growth,
751,50.0,"$30,000-$50,000",Emergency Fund|Debt Freedom,1720911600.0
752,37.0,,Investment Growth,1690930800.0
753,49.0,"$75,000-$100,000",Debt Freedom,1710716400.0
754,54.0,"$75,000-$100,000",Debt Freedom|Retirement,1715814000.0
755,37.0,"$75,000-$100,000",Investment Growth,1726786800.0
756,45.0,"$30,000-$50,000",Retirement|Emergency Fund,1686178800.0
757,41.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1714777200.0
758,29.0,"$50,000-$75,000",Emergency Fund|Investment Growth,1679266800.0
759,41.0,"$50,000-$75,000",Emergency Fund|Retirement,1679698800.0
760,25.0,"$75,000-$100,000",Investment Growth,1709334000.0
761,34.0,"$75,000-$100,000",Emergency Fund|Retirement,1689030000.0
762,27.0,"$75,000-$100,000",Investment Growth,1672959600.0
763,25.0,"$50,000-$75,000",Investment Growth|Retirement,1727046000.0
764,46.0,"$75,000-$100,000",Debt Freedom|Investment Growth,1689375600.0
765,25.0,"$30,000-$50,000",Investment Growth,1729983600.0
766,51.0,"$75,000-$100,000",Investment Growth|Debt Freedom,1674428400.0
