userId,debt_level,savings_rate,investment_experience,financial_stress_level
3809,,,,
3810,Low,High,Beginner,Low
3811,Medium,Low,Beginner,Medium
3812,High,Low,Intermediate,High
3813,Medium,High,Intermediate,Medium
3814,High,High,Beginner,Low
3815,Low,Low,Beginner,High
3816,,,,
3817,,Medium,Intermediate,High
3818,,High,Beginner,High
3819,,High,Intermediate,High
3820,High,Low,Beginner,High
3821,Low,Low,Intermediate,High
3822,High,Low,Beginner,Low
3823,Low,Low,Intermediate,Low
3824,,High,Beginner,Low
3825,High,High,Beginner,
3826,Low,Low,Intermediate,Medium
3827,Low,Low,Beginner,Low
3828,Low,Medium,Intermediate,
3829,,High,Intermediate,High
3830,,,,
3831,Medium,High,Beginner,High
3832,Medium,,Intermediate,Medium
3833,Low,High,Beginner,High
3834,,,,
3835,Medium,Medium,Beginner,High
3836,Low,Low,Intermediate,High
3837,,Medium,,Low
3838,,High,,
3839,,,,
3840,Low,Medium,Beginner,Medium
3841,Low,,,High
3842,Medium,Low,Intermediate,Medium
3843,Low,High,Beginner,High
3844,Medium,Medium,Intermediate,High
3845,High,Medium,,High
3846,Low,High,Intermediate,Low
3847,High,Low,Intermediate,
3848,,Low,Intermediate,
3849,Low,,Beginner,High
3850,,,,
3851,High,High,Beginner,Low
3852,Low,High,Beginner,Medium
3853,,,,
3854,Medium,Medium,Intermediate,Low
3855,Low,Medium,Intermediate,Low
3856,,,,
3857,Low,,Beginner,Low
3858,Low,Low,Beginner,High
3859,Medium,High,Beginner,Low
3860,,,,
3861,Medium,Medium,,High
3862,High,Low,Intermediate,Low
3863,High,Medium,Beginner,Medium
3864,Low,Medium,,
3865,,,,
3866,High,Medium,Intermediate,
3867,High,Medium,Beginner,Low
3868,Medium,Medium,Beginner,High
3869,Medium,High,Intermediate,Medium
3870,High,High,Beginner,Medium
3871,,,,
3872,,,,
3873,Low,,Beginner,Low
3874,High,High,Beginner,High
3875,Medium,High,Intermediate,Low
3876,,,,
3877,Low,Medium,Beginner,
3878,,Medium,Beginner,High
3879,High,Medium,Beginner,High
3880,Medium,High,Beginner,Medium
3881,Medium,High,Beginner,Medium
3882,High,High,Intermediate,High
3883,Low,High,Intermediate,Low
3884,High,Medium,Beginner,Low
3885,,,,
3886,Medium,High,Intermediate,Low
3887,Low,Low,,Low
3888,High,High,Beginner,Medium
3889,,High,Beginner,High
3890,Low,Medium,,Low
3891,Low,High,Beginner,Low
3892,Low,,Beginner,Medium
3893,High,Medium,Intermediate,Medium
3894,,,,
3895,Low,Medium,Beginner,High
3896,Low,,Beginner,Medium
3897,Medium,,Intermediate,
3898,,,,
3899,Low,Low,Beginner,Medium
3900,Medium,Medium,Beginner,Low
3901,Medium,High,Beginner,
3902,Low,High,Intermediate,High
3903,Medium,Medium,Intermediate,High
3904,,,,
3905,High,Low,Beginner,Medium
3906,High,Medium,Intermediate,
3907,High,High,Intermediate,
3908,High,High,Beginner,Medium
3909,High,Low,Beginner,Low
3910,Medium,High,Beginner,High
3911,High,Medium,Intermediate,Low
3912,High,,Beginner,Medium
3913,,,,
3914,,,,
3915,Medium,Low,Beginner,High
3916,Medium,Low,Intermediate,Medium
3917,Low,High,Beginner,High
3918,Medium,Low,Beginner,Low
3919,,Medium,Intermediate,Low
3920,,Low,Intermediate,High
3921,High,Medium,Beginner,High
3922,Low,High,Beginner,Low
3923,,High,Intermediate,High
3924,,Low,Intermediate,Medium
3925,Medium,Low,Intermediate,Low
3926,Medium,,Beginner,
3927,Low,High,Beginner,High
3928,Medium,Medium,Beginner,Low
3929,,,,
3930,,,,
3931,Medium,Low,Beginner,High
3932,Low,High,Intermediate,Low
3933,Low,High,Intermediate,Medium
3934,Low,High,Beginner,Low
3935,Medium,Medium,Intermediate,Low
3936,Medium,Medium,Beginner,
3937,Low,High,Intermediate,High
3938,Medium,Low,Intermediate,Medium
3939,Low,Low,Beginner,Medium
3940,Medium,Medium,Intermediate,Low
3941,,Medium,Beginner,High
3942,Low,Medium,Intermediate,Low
3943,Low,Low,Beginner,Low
3944,,,,
3945,Medium,Low,Beginner,Low
3946,High,Low,Beginner,High
3947,High,High,,
3948,Low,High,Intermediate,Medium
3949,High,Medium,,Medium
3950,High,,Beginner,Medium
3951,High,High,Intermediate,High
3952,Low,Low,Beginner,Medium
3953,,,,
3954,High,Medium,Intermediate,Low
3955,Low,Medium,Beginner,High
3956,,,,
3957,Medium,High,Intermediate,High
3958,Medium,High,Beginner,
3959,High,Medium,Beginner,Low
3960,Medium,High,Intermediate,High
3961,Low,High,Beginner,Medium
3962,Medium,High,Beginner,
3963,Medium,Low,,Medium
3964,Medium,Low,Intermediate,High
3965,Low,Low,Intermediate,High
3966,Low,Medium,Intermediate,Medium
3967,Medium,Low,Intermediate,Low
3968,,,,
3969,High,,Intermediate,Medium
3970,,,,
3971,Medium,Low,Beginner,High
3972,,,,
3973,High,High,,
3974,High,High,,Low
3975,High,Low,Beginner,Medium
3976,Low,Medium,,Medium
3977,Medium,Medium,Beginner,Low
3978,Low,High,Intermediate,Low
3979,High,High,Intermediate,Low
3980,Low,High,Beginner,Low
3981,Medium,High,Beginner,High
3982,High,Low,Beginner,Medium
3983,Low,Medium,Intermediate,Low
3984,,Medium,Intermediate,Low
3985,Low,Medium,Intermediate,High
3986,Low,Medium,Beginner,High
3987,Medium,High,Intermediate,High
3988,,Low,Intermediate,Medium
3989,Medium,,Beginner,High
3990,Low,Medium,Beginner,Low
3991,Low,,Beginner,Medium
3992,,High,Intermediate,Low
3993,Low,High,Intermediate,Medium
3994,High,Low,Intermediate,High
3995,Medium,Medium,Beginner,Low
3996,Medium,Low,Beginner,Medium
3997,,Medium,Beginner,High
3998,,,,
3999,,,,
4000,High,Low,Intermediate,Low
4001,Low,High,,Low
4002,Medium,High,Beginner,Medium
4003,,,,
4004,Medium,,Beginner,Low
4005,,Medium,Intermediate,
4006,High,Low,,Low
4007,Low,High,Intermediate,Medium
4008,High,Medium,Intermediate,Low
4009,,,,
4010,High,High,Intermediate,Medium
4011,,,,
4012,High,High,,Low
4013,Low,Medium,Intermediate,Medium
4014,Low,Medium,Beginner,High
4015,High,Low,Intermediate,Medium
4016,Low,Low,Intermediate,High
4017,,Medium,Beginner,Low
4018,Medium,Medium,Intermediate,Low
4019,High,Medium,Intermediate,High
4020,,,,
4021,Low,Low,Beginner,Medium
4022,Medium,High,Beginner,Low
4023,Low,Low,Intermediate,Low
4024,,Low,Intermediate,Low
4025,Medium,,Intermediate,High
4026,High,Low,Beginner,Medium
4027,High,,Beginner,Medium
4028,High,,Intermediate,Low
4029,,,,
4030,High,Medium,Intermediate,Low
4031,High,High,Beginner,Medium
4032,Medium,Low,Intermediate,Low
4033,Low,Low,Intermediate,Low
4034,Low,Low,Beginner,Low
4035,,,,
4036,High,Low,Intermediate,
4037,,,,
4038,Medium,High,Intermediate,Low
4039,Low,High,Beginner,Low
4040,Low,Low,Beginner,Medium
4041,,,,
4042,Low,High,Beginner,High
4043,Low,,Intermediate,Medium
4044,,High,Beginner,Low
4045,Low,High,Intermediate,Medium
4046,Medium,Low,Intermediate,
4047,High,Low,Intermediate,Medium
4048,,,,
4049,Low,Low,Beginner,Low
4050,,,,
4051,Medium,Low,,High
4052,High,Low,Beginner,
4053,,High,Intermediate,Medium
4054,,High,Beginner,
4055,High,Low,Intermediate,Medium
4056,High,Medium,Intermediate,High
4057,High,Low,Beginner,Low
4058,Medium,Low,Intermediate,Medium
4059,High,Medium,Beginner,Medium
4060,,,,
4061,High,High,,High
4062,Medium,Low,Beginner,Medium
4063,Medium,High,Intermediate,Medium
4064,Low,Medium,Intermediate,Medium
4065,High,High,Intermediate,Low
4066,Medium,Medium,Intermediate,Medium
4067,Low,High,Beginner,Low
4068,Medium,Medium,Beginner,Medium
4069,,,,
4070,Medium,High,Beginner,Low
4071,Medium,Low,Beginner,High
4072,Medium,High,Beginner,
4073,,,,
4074,Low,High,Beginner,Medium
4075,Low,High,Intermediate,Medium
4076,,Medium,Beginner,Medium
4077,Low,High,Beginner,Low
4078,,,,
4079,Medium,Medium,Beginner,Low
4080,High,Low,Intermediate,High
4081,Medium,,,Low
4082,Medium,,Beginner,Medium
4083,,Low,,High
4084,High,High,Beginner,Medium
4085,Low,Low,Beginner,Medium
4086,Medium,Low,Beginner,Medium
4087,High,High,Intermediate,High
4088,Low,Low,Beginner,High
4089,High,,Beginner,Medium
4090,Medium,Low,Intermediate,Low
4091,Medium,High,Intermediate,High
4092,High,Medium,Intermediate,High
4093,Medium,High,,Medium
4094,High,High,Intermediate,Low
4095,,,Beginner,Medium
4096,Low,,Intermediate,High
4097,High,Medium,Intermediate,Medium
4098,Medium,,Beginner,
4099,High,High,Beginner,High
4100,Low,High,Intermediate,High
4101,Low,Medium,Beginner,Medium
4102,High,High,Beginner,Medium
4103,Low,High,Intermediate,High
4104,,,,
4105,Low,Low,,Low
4106,,Low,Intermediate,High
4107,High,Low,Intermediate,High
4108,Medium,Low,Beginner,High
4109,Medium,Medium,Intermediate,Low
4110,,,,
4111,Low,High,Beginner,Medium
4112,High,High,Intermediate,Medium
4113,Medium,Low,Beginner,Low
4114,,,,
4115,High,,,Low
4116,Medium,High,,
4117,Low,Medium,Intermediate,Low
4118,,Medium,Intermediate,High
4119,,Medium,Beginner,Low
4120,,,,
4121,High,High,Beginner,High
4122,Medium,Low,Intermediate,Low
4123,High,High,Intermediate,High
4124,,Medium,Intermediate,Medium
4125,Low,Medium,,High
4126,High,Medium,Beginner,Low
4127,High,Low,Intermediate,Low
4128,Medium,Medium,Intermediate,Medium
4129,,,,
4130,High,Medium,Intermediate,High
4131,,,,
4132,,,,
4133,Low,Medium,Intermediate,High
4134,Low,Low,Beginner,Low
4135,Low,Medium,Beginner,Medium
4136,Medium,Low,Beginner,Low
4137,High,Low,Intermediate,Medium
4138,Medium,Low,Intermediate,Low
4139,,,,
4140,High,High,Intermediate,Low
4141,,,,
4142,Medium,Low,Beginner,Low
4143,,,,
4144,Medium,Low,Beginner,Medium
4145,Medium,Low,,High
4146,,,,
4147,High,Medium,Beginner,High
4148,High,High,Intermediate,Medium
4149,High,Low,Intermediate,Medium
4150,,Low,Intermediate,Low
4151,High,High,Intermediate,Low
4152,High,Medium,Beginner,Low
4153,Low,Low,Beginner,High
4154,,,,
4155,High,Low,Intermediate,High
4156,High,,Intermediate,
4157,Low,Low,Beginner,Medium
4158,High,Low,Beginner,High
4159,High,Low,Beginner,High
4160,Low,High,Intermediate,Low
4161,,,,
4162,Medium,High,Beginner,High
4163,Low,Low,Intermediate,High
4164,Medium,Medium,Intermediate,Medium
4165,Medium,High,Intermediate,
4166,Medium,Low,Intermediate,Low
4167,Medium,High,,Low
4168,,,,
4169,High,High,Beginner,High
4170,Medium,Medium,Beginner,Low
4171,Low,Medium,Intermediate,Medium
4172,High,Low,Beginner,High
4173,High,Low,Intermediate,Medium
4174,Low,Low,Intermediate,Low
4175,Low,Low,,Low
4176,Medium,,Intermediate,Medium
4177,Medium,Medium,Beginner,
4178,,,,
4179,High,Low,Intermediate,Medium
4180,Medium,Low,Intermediate,Low
4181,,,,
4182,Low,High,Intermediate,Low
4183,,,,
4184,Medium,High,Beginner,Low
4185,Low,High,Intermediate,High
4186,,,,
4187,Low,Low,Intermediate,Low
4188,Medium,Medium,Intermediate,Low
4189,,,,
4190,High,,Beginner,Low
4191,,,Beginner,Low
4192,High,High,Intermediate,High
4193,Low,Medium,Intermediate,Medium
4194,Medium,Medium,Intermediate,High
4195,,Low,Beginner,Medium
4196,Medium,Low,Intermediate,High
4197,High,Medium,Intermediate,High
4198,,,,
4199,,,,
4200,Low,High,Intermediate,High
4201,,Medium,Beginner,Low
4202,Medium,Medium,Intermediate,Low
4203,High,,Beginner,Low
4204,Low,Low,Beginner,Medium
4205,,,Beginner,Low
4206,Medium,High,Beginner,Low
4207,,,,
4208,Medium,High,Beginner,Medium
4209,Low,High,Beginner,Low
4210,Low,Low,Beginner,High
4211,High,Medium,Beginner,High
4212,Medium,,,Medium
4213,Low,High,Intermediate,High
4214,Low,Medium,Beginner,Low
4215,Medium,High,Intermediate,Medium
4216,Low,High,Intermediate,High
4217,Medium,,Beginner,High
4218,Low,Medium,Beginner,
4219,High,Medium,Intermediate,Low
4220,High,Medium,Intermediate,High
4221,,,,
4222,Low,Medium,Beginner,Low
4223,High,,Beginner,High
4224,,,,
4225,Medium,,Beginner,Low
4226,Medium,Medium,Intermediate,Low
4227,High,Medium,Intermediate,
4228,Medium,,Intermediate,Low
4229,,,,
4230,High,Low,Intermediate,Medium
4231,Low,Medium,Intermediate,High
4232,,,,
4233,,,,
4234,Low,High,Intermediate,Medium
4235,Medium,Low,Beginner,Low
4236,,Medium,Beginner,Low
4237,,,,
4238,,,,
4239,High,High,Beginner,Low
4240,,,,
4241,Low,Low,Beginner,Low
4242,,High,Intermediate,High
4243,High,Medium,Intermediate,High
4244,Low,High,Intermediate,Medium
4245,,,,
4246,High,Low,Intermediate,High
4247,Low,Medium,Intermediate,Medium
4248,Medium,Medium,Intermediate,Medium
4249,High,High,Intermediate,Medium
4250,Medium,Medium,Beginner,Low
4251,Medium,High,Beginner,High
4252,Medium,Low,Intermediate,
4253,Medium,High,Intermediate,Medium
4254,,,,
4255,,Medium,,Medium
4256,Medium,Medium,Intermediate,Low
4257,Medium,,Beginner,Medium
4258,Medium,,Beginner,Low
4259,Medium,Medium,Intermediate,High
4260,High,Medium,Beginner,Low
4261,Medium,High,Beginner,High
4262,,,,
4263,,,,
4264,Medium,Low,Intermediate,Medium
4265,High,High,Beginner,High
4266,High,Medium,Beginner,High
4267,,High,Beginner,High
4268,,,,
4269,,,,
4270,,Medium,Beginner,Low
4271,High,Low,Beginner,
4272,Medium,Medium,Beginner,Medium
4273,Low,,Beginner,Low
4274,,,,
4275,,High,Intermediate,Low
4276,High,High,,Medium
4277,,High,Intermediate,Medium
4278,Medium,High,Intermediate,Medium
4279,Low,Low,Intermediate,
4280,Medium,Low,Intermediate,Low
4281,,Low,Beginner,Low
4282,Medium,Low,Intermediate,
4283,,Low,Intermediate,High
4284,High,,Intermediate,Low
4285,High,High,Intermediate,Medium
4286,,High,Beginner,High
4287,Medium,Medium,Intermediate,Low
4288,Low,Low,Intermediate,Medium
4289,,Low,Intermediate,High
4290,Low,High,Beginner,High
4291,,,,
4292,High,Low,Intermediate,High
4293,,,,
4294,Medium,,Intermediate,High
4295,,,,
4296,High,High,Intermediate,Medium
4297,,,,
4298,High,Low,Intermediate,High
4299,,,,
4300,Low,Medium,Intermediate,
4301,High,Medium,Intermediate,High
4302,High,Medium,Beginner,Medium
4303,Low,Medium,Intermediate,Medium
4304,Low,Low,Beginner,
4305,,Medium,Beginner,High
4306,,High,Intermediate,Low
4307,Low,,Beginner,Low
4308,High,Low,Beginner,High
4309,Medium,Medium,Intermediate,Low
4310,Medium,Medium,,Low
4311,Medium,High,Beginner,
4312,Medium,High,Beginner,
4313,Medium,High,,Medium
4314,Low,High,Beginner,Low
4315,Low,Low,Beginner,High
4316,High,,,Low
4317,,,,
4318,Medium,Medium,Intermediate,Medium
4319,High,High,Beginner,Medium
4320,Medium,Medium,Intermediate,Low
4321,Low,Medium,Beginner,Low
4322,,,,
4323,Low,Low,Intermediate,Low
4324,High,Medium,Intermediate,
4325,High,Medium,Intermediate,High
4326,Medium,Medium,Beginner,Medium
4327,,High,Beginner,Low
4328,High,Low,Beginner,High
4329,,Medium,Intermediate,Medium
4330,,,,
4331,,,,
4332,,Low,Beginner,
4333,,,,
4334,Low,Medium,Intermediate,Medium
4335,Medium,High,Intermediate,Low
4336,Low,Low,Beginner,Low
4337,High,High,Beginner,
4338,High,Medium,Beginner,Low
4339,,High,Intermediate,High
4340,High,Low,Intermediate,Medium
4341,Medium,High,Beginner,Low
4342,High,High,,Low
4343,Medium,Low,Intermediate,High
4344,High,High,Intermediate,High
4345,High,High,Beginner,Medium
4346,High,Low,Intermediate,Medium
4347,High,Low,Beginner,High
4348,Low,High,,Medium
4349,High,Low,Beginner,Low
4350,,,,
4351,Medium,Medium,Beginner,
4352,Low,Medium,Intermediate,Medium
4353,Medium,Medium,Intermediate,Low
4354,Medium,Low,Intermediate,High
4355,Medium,Low,Intermediate,High
4356,Medium,Low,Beginner,High
4357,Low,High,Intermediate,Medium
4358,High,Low,Beginner,Low
4359,Low,High,Beginner,High
4360,Medium,Low,Beginner,Medium
4361,High,Low,,Low
4362,Medium,Medium,Intermediate,Low
4363,Medium,Low,Beginner,Medium
4364,Low,High,,Low
4365,Medium,Low,Beginner,
4366,Low,,Beginner,Low
4367,High,Medium,Intermediate,Medium
4368,Low,,Beginner,
4369,High,High,Beginner,Medium
4370,Medium,,Intermediate,High
4371,Low,High,,High
4372,High,High,Beginner,Medium
4373,Low,Low,Beginner,Low
4374,Medium,High,Intermediate,Low
4375,Medium,Medium,Intermediate,Medium
4376,,Medium,Intermediate,Medium
4377,High,Medium,,High
4378,High,Low,Beginner,High
4379,Low,High,,Medium
4380,,,,
4381,Medium,,Beginner,Low
4382,Medium,Low,Beginner,Medium
4383,,,,
4384,Medium,Medium,Beginner,
4385,Low,Low,,Low
4386,Low,,Intermediate,Medium
4387,Low,Low,Intermediate,High
4388,Medium,Low,Beginner,Low
4389,,,,
4390,High,High,Intermediate,High
4391,Low,Medium,Intermediate,High
4392,High,High,Intermediate,Medium
4393,,,,
4394,,Low,,Low
4395,,Low,,Medium
4396,Medium,High,,
4397,,High,Beginner,Medium
4398,,,,
4399,High,Low,Beginner,Medium
4400,High,Low,Beginner,
4401,Medium,,Intermediate,Medium
4402,Medium,Medium,Beginner,
4403,,Low,Beginner,
4404,,Low,Intermediate,Low
4405,Low,High,Intermediate,Medium
4406,High,Low,Beginner,Medium
4407,High,Medium,Intermediate,Low
4408,Medium,Medium,Beginner,Medium
4409,High,,Intermediate,Low
4410,Low,High,Intermediate,Medium
4411,High,Low,Intermediate,
4412,,,,
4413,Medium,Medium,Intermediate,Low
4414,,High,Intermediate,Low
4415,,Medium,Beginner,Medium
4416,Low,Low,Beginner,Low
4417,Medium,High,Beginner,High
4418,High,High,Intermediate,Low
4419,Medium,Low,Beginner,High
4420,,,,
4421,Low,Medium,Beginner,Medium
4422,High,Low,Intermediate,
4423,Medium,,Intermediate,Medium
4424,High,Medium,Intermediate,High
4425,Low,High,Beginner,
4426,Medium,High,Beginner,Medium
4427,High,Low,Intermediate,Medium
4428,Medium,Medium,Beginner,Low
4429,Medium,Low,Intermediate,Low
4430,,,Intermediate,High
4431,Low,High,Beginner,High
4432,,,,
4433,Low,High,Beginner,Medium
4434,Medium,Low,Beginner,High
4435,High,Medium,Intermediate,High
4436,,,,
4437,High,Medium,Intermediate,Low
4438,Low,High,Intermediate,Medium
4439,Low,Medium,Intermediate,Low
4440,,,,
4441,High,Low,Beginner,Low
4442,Medium,High,Intermediate,Low
4443,High,High,Intermediate,Medium
4444,,,,
4445,Low,High,Beginner,Low
4446,High,High,,High
4447,,,Beginner,Low
4448,High,Medium,Beginner,High
4449,Low,High,Intermediate,Low
4450,Medium,Low,Beginner,Low
4451,,,,
4452,,High,,Low
4453,Low,High,Beginner,High
4454,Medium,Medium,Beginner,High
4455,Low,High,Intermediate,Low
4456,,,,
4457,High,Medium,Beginner,Medium
4458,,,,
4459,,High,Beginner,High
4460,High,Low,Beginner,Medium
4461,,High,Intermediate,Low
4462,High,,Beginner,
4463,Low,High,,High
4464,,,,
4465,Low,High,Beginner,High
4466,Medium,Medium,Intermediate,High
4467,High,Medium,Intermediate,Low
4468,Medium,High,Beginner,Medium
4469,Medium,Medium,,High
4470,High,,Intermediate,High
4471,High,Medium,Beginner,Medium
4472,High,High,Beginner,Low
4473,Medium,,Intermediate,
4474,Medium,Medium,Intermediate,High
4475,,,,
4476,,,,
4477,High,Low,Intermediate,High
4478,,,,
4479,Medium,Low,Beginner,Medium
4480,,,,
4481,Low,High,,Low
4482,Medium,Medium,Beginner,Medium
4483,,,,
4484,Medium,Medium,Intermediate,Medium
4485,High,High,Beginner,Medium
4486,Low,High,Intermediate,Low
4487,,,,
4488,Low,Low,Intermediate,High
4489,,Medium,,Medium
4490,Medium,Low,Intermediate,High
4491,Medium,Medium,Beginner,Medium
4492,,,,
4493,Medium,High,Intermediate,
4494,Low,,Intermediate,Medium
4495,,,,
4496,Medium,High,,Low
4497,Low,High,Intermediate,High
4498,,,,
4499,Medium,High,Beginner,Medium
4500,Low,High,Beginner,High
4501,Low,Medium,Intermediate,Medium
4502,,Low,Beginner,Low
4503,Medium,Low,Beginner,Low
4504,High,Low,Intermediate,High
4505,High,High,,High
4506,Medium,High,Intermediate,
4507,Low,Low,Intermediate,Low
4508,Medium,Low,Beginner,Low
4509,Low,Medium,Beginner,Medium
4510,Medium,High,Beginner,Medium
4511,,,,
4512,,Low,Intermediate,High
4513,,Medium,Beginner,Medium
4514,,,,
4515,High,High,Beginner,Medium
4516,High,High,,
4517,High,High,Beginner,Medium
4518,Low,Medium,,High
4519,,,,
4520,Medium,Medium,Intermediate,High
4521,Low,Low,Beginner,High
4522,,,,
4523,Low,,,Medium
4524,Medium,Low,Beginner,Low
4525,,High,Intermediate,Medium
4526,Low,High,Intermediate,
4527,Low,Low,Intermediate,Medium
4528,,,,
4529,,Medium,Intermediate,Medium
4530,,,,
4531,Medium,Medium,Intermediate,Low
4532,Low,Medium,Intermediate,High
4533,,Low,,Medium
4534,Low,Low,Beginner,Medium
4535,Medium,Low,Intermediate,High
4536,Medium,High,Beginner,Medium
4537,High,Low,Intermediate,Low
4538,High,Low,Beginner,High
4539,Medium,Medium,Beginner,High
4540,Low,High,Intermediate,High
4541,High,Low,Intermediate,
4542,Medium,High,Beginner,
4543,Low,High,Beginner,High
4544,High,Low,,High
4545,,,,
4546,Medium,High,Beginner,High
4547,,,,
4548,Low,Low,Beginner,Medium
4549,Medium,Medium,Intermediate,Medium
4550,Low,Low,Intermediate,High
4551,Low,Low,Intermediate,Medium
4552,High,High,Beginner,High
4553,Medium,,,
4554,High,Medium,Intermediate,Low
4555,Medium,Low,Beginner,Low
4556,,,,
4557,Low,High,Intermediate,
4558,Low,High,,High
4559,High,High,Intermediate,
4560,High,High,Beginner,High
4561,Low,High,Intermediate,
4562,High,High,Intermediate,Medium
4563,Low,High,Beginner,High
4564,,,,
4565,,,,
4566,,,,
4567,Medium,Low,Beginner,High
4568,Low,Medium,Intermediate,Low
4569,High,Medium,Beginner,High
4570,,,,
4571,Medium,,Beginner,
4572,Medium,Medium,Intermediate,Medium
4573,High,Medium,,Medium
4574,Low,Low,Intermediate,High
4575,,,,
4576,,,,
4577,High,Low,Intermediate,Medium
4578,Medium,Low,Beginner,High
4579,High,Medium,Beginner,High
4580,Medium,High,Beginner,Low
4581,,,,
4582,High,,Beginner,Medium
4583,Low,,Beginner,Low
4584,High,High,Intermediate,Low
4585,High,Medium,Intermediate,Medium
4586,Medium,Low,Beginner,Medium
4587,Low,Medium,Beginner,Low
4588,Medium,Low,Intermediate,High
4589,High,High,Intermediate,Low
4590,Medium,Low,Beginner,Medium
4591,High,Medium,Beginner,
4592,,,,
4593,Low,Medium,Beginner,Medium
4594,High,Medium,Beginner,High
4595,Low,Low,Intermediate,Low
4596,High,Low,Intermediate,High
4597,Medium,Medium,Intermediate,Low
4598,Medium,Medium,Intermediate,Medium
4599,Medium,,,Low
4600,,,,
4601,High,Low,Intermediate,Low
4602,,Low,Beginner,
4603,High,High,Intermediate,High
4604,,,,
4605,Medium,Medium,Beginner,Low
4606,Low,Medium,Intermediate,High
4607,High,Medium,Beginner,Medium
4608,Medium,High,Intermediate,High
4609,,High,Intermediate,Medium
4610,Low,Low,Intermediate,High
4611,High,High,Intermediate,Medium
4612,High,Low,Intermediate,High
4613,Low,Medium,Beginner,
4614,High,,Intermediate,Medium
4615,High,Medium,,
4616,Medium,Medium,Beginner,Low
4617,,,Intermediate,Low
4618,High,Low,Beginner,Medium
4619,Low,Medium,Intermediate,Low
4620,,,,
4621,Low,High,Intermediate,Medium
4622,Low,Low,Intermediate,High
4623,High,High,Beginner,Low
4624,,,,
4625,,,,
4626,High,Low,Beginner,
4627,Medium,Low,Intermediate,
4628,,,,
4629,,Low,Beginner,Low
4630,High,Low,Intermediate,Medium
4631,Low,High,Beginner,High
4632,,,,
4633,High,High,Beginner,High
4634,Medium,High,Intermediate,High
4635,High,High,,Low
4636,,Medium,Beginner,High
4637,,,,
4638,,Low,Beginner,Low
4639,Low,Medium,Beginner,High
4640,Low,Medium,Intermediate,Low
4641,Low,High,Intermediate,Medium
4642,High,,Intermediate,Medium
4643,High,Low,Intermediate,High
4644,Medium,,Intermediate,Medium
4645,Low,Low,Beginner,High
4646,High,Low,,
4647,,Low,,High
4648,High,Low,Beginner,Medium
4649,Low,,Beginner,Medium
4650,,,,
4651,Low,High,Intermediate,Low
4652,,,,
4653,,Low,Beginner,Medium
4654,High,Medium,Beginner,Low
4655,Medium,Low,Beginner,High
4656,Low,Medium,Intermediate,Low
4657,Medium,Low,Intermediate,Medium
4658,Medium,Low,,Low
4659,Medium,,Beginner,Low
4660,Medium,Low,,High
4661,Low,High,Beginner,Medium
4662,Low,Medium,Beginner,Medium
4663,High,Low,Intermediate,Medium
4664,Low,Low,Intermediate,High
4665,,Medium,Beginner,High
4666,Medium,Low,Beginner,High
4667,High,Low,Beginner,Low
4668,Medium,Medium,Beginner,Medium
4669,Medium,Low,Beginner,Medium
4670,,Low,Beginner,Low
4671,Medium,Low,Intermediate,Low
4672,,,,
4673,,Medium,Beginner,Low
4674,High,High,Beginner,High
4675,,Low,Intermediate,Medium
4676,Low,Medium,Intermediate,High
4677,,,,
4678,Medium,Low,Beginner,Medium
4679,,,,
4680,High,High,,Low
4681,,Low,Beginner,
4682,Medium,Medium,Beginner,Low
4683,Low,Low,Intermediate,Medium
4684,Low,High,Beginner,Low
4685,Medium,Low,Beginner,Medium
4686,,High,Beginner,Low
4687,Low,Medium,Beginner,Medium
4688,,High,Beginner,High
4689,High,Medium,Intermediate,Low
4690,,,,
4691,,,,
4692,,,,
4693,Medium,High,Beginner,
4694,Low,Medium,Beginner,Medium
4695,Medium,High,Beginner,High
4696,High,Low,Beginner,
4697,High,High,Beginner,Medium
4698,High,Low,Beginner,High
4699,Low,High,Beginner,Medium
4700,Medium,Low,Intermediate,High
4701,Low,Medium,,
4702,,,,
4703,,Medium,,Medium
4704,,High,Intermediate,High
4705,,,,
4706,Medium,High,Intermediate,High
4707,Medium,Low,,Low
4708,,,,
4709,High,Low,Beginner,High
4710,Medium,High,Beginner,High
4711,Medium,Low,Beginner,Low
4712,Low,Low,Intermediate,Low
4713,Low,Low,Intermediate,High
4714,Medium,Medium,Beginner,High
4715,High,High,Intermediate,High
4716,,High,Intermediate,High
4717,High,Medium,Beginner,Low
4718,,,,
4719,Medium,High,Intermediate,Low
4720,,,,
4721,,,,
4722,Medium,Medium,Beginner,High
4723,,,,
4724,Medium,Medium,Intermediate,High
4725,High,High,Intermediate,
4726,,,,
4727,High,Low,,
4728,Medium,High,Beginner,
4729,Low,Medium,Beginner,Low
4730,Low,High,Beginner,High
4731,Low,Low,,High
4732,High,Medium,Intermediate,Low
4733,High,Low,Beginner,Medium
4734,Medium,High,Beginner,Medium
4735,Medium,Medium,Beginner,High
4736,Medium,Low,Intermediate,Low
4737,High,Medium,Intermediate,Medium
4738,High,Low,Intermediate,Medium
4739,Medium,High,Intermediate,Medium
4740,High,,Intermediate,Low
4741,Medium,Medium,Beginner,Low
4742,Medium,,Beginner,Low
4743,,,,
4744,Medium,High,Intermediate,
4745,Low,Medium,Beginner,High
4746,High,,Beginner,Medium
4747,Low,High,Intermediate,
4748,,High,Intermediate,Medium
4749,High,Medium,Beginner,High
4750,High,Medium,Intermediate,Medium
